     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER
      945   3191  17000   8   2   1  10        6   13   47    1  'CH'   1368    25     1    29    15
      946   3169  16896   8   2   0   0        6   13    1    1  'EM'   1159    25     1    30     1
      947   3170  16900   8   2   0   1        6   13    3    1  'EM'   1183    25     1    30     2
      948   3172  16908   8   2   0   3        6   13    7    1  'EM'   1231    25     1    30     3
      949   3171  16904   8   2   0   2        6   13    5    1  'EM'   1207    25     1    30     4
      950   3174  16916   8   2   0   5        6   13   11    1  'EM'   1276    25     1    30     5
      951   3173  16912   8   2   0   4        6   13    9    1  'EM'   1254    25     1    30     6
      952   3175  16920   8   2   0   6        6   13   13    1  'EM'   1298    25     1    30     7
      953   3176  16924   8   2   0   7        6   13   15    1  'FH'   1328    25     1    30    11
      954   3177  16928   8   2   0   8        6   13   17    1  'FH'   1346    25     1    30    12
      955   3178  16932   8   2   0   9        6   13   19    1  'FH'   1362    25     1    30    13
      956   3179  16936   8   2   0  10        6   13   21    1  'CH'   1369    25     1    30    15
      957   2893  15424   7   4   1   0        6    1   27    1  'EM'    920    24     1    31     1
      958   2894  15428   7   4   1   1        6    1   29    1  'EM'    944    24     1    31     2
      959   2896  15436   7   4   1   3        6    1   33    1  'EM'    968    24     1    31     3
      960   2895  15432   7   4   1   2        6    1   31    1  'EM'    992    24     1    31     4
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

      961   2898  15444   7   4   1   5        6    1   37    1  'EM'   1015    24     1    31     5
      962   2897  15440   7   4   1   4        6    1   35    1  'EM'   1037    24     1    31     6
      963   2899  15448   7   4   1   6        6    1   39    1  'EM'   1059    24     1    31     7
      964   2900  15452   7   4   1   7        6    1   41    1  'FH'   1080    24     1    31    11
      965   2901  15456   7   4   1   8        6    1   43    1  'FH'   1099    24     1    31    12
      966   2902  15460   7   4   1   9        6    1   45    1  'FH'   1116    24     1    31    13
      967   2903  15464   7   4   1  10        6    1   47    1  'CH'   1125    24     1    31    15
      968   2881  15360   7   4   0   0        6    1    1    1  'EM'    921    24     1    32     1
      969   2882  15364   7   4   0   1        6    1    3    1  'EM'    945    24     1    32     2
      970   2884  15372   7   4   0   3        6    1    7    1  'EM'    993    24     1    32     3
      971   2883  15368   7   4   0   2        6    1    5    1  'EM'    969    24     1    32     4
      972   2886  15380   7   4   0   5        6    1   11    1  'EM'   1038    24     1    32     5
      973   2885  15376   7   4   0   4        6    1    9    1  'EM'   1016    24     1    32     6
      974   2887  15384   7   4   0   6        6    1   13    1  'EM'   1060    24     1    32     7
      975   2888  15388   7   4   0   7        6    1   15    1  'FH'   1081    24     1    32    11
      976   2889  15392   7   4   0   8        6    1   17    1  'FH'   1100    24     1    32    12
      977   2890  15396   7   4   0   9        6    1   19    1  'FH'   1117    24     1    32    13
      978   2891  15400   7   4   0  10        6    1   21    1  'CH'   1136    24     1    32    15
      979   2605  13888   6   6   1   0        5   13   27    1  'EM'    682    23     1    33     1
      980   2606  13892   6   6   1   1        5   13   29    1  'EM'    706    23     1    33     2
      981   2608  13900   6   6   1   3        5   13   33    1  'EM'    730    23     1    33     3
      982   2607  13896   6   6   1   2        5   13   31    1  'EM'    754    23     1    33     4
      983   2610  13908   6   6   1   5        5   13   37    1  'EM'    777    23     1    33     5
      984   2609  13904   6   6   1   4        5   13   35    1  'EM'    799    23     1    33     6
      985   2611  13912   6   6   1   6        5   13   39    1  'EM'    821    23     1    33     7
      986   2612  13916   6   6   1   7        5   13   41    1  'FH'    833    23     1    33    11
      987   2613  13920   6   6   1   8        5   13   43    1  'FH'    853    23     1    33    12
      988   2614  13924   6   6   1   9        5   13   45    1  'FH'    871    23     1    33    13
      989   2615  13928   6   6   1  10        5   13   47    1  'CH'    892    23     1    33    15
      990   2593  13824   6   6   0   0        5   13    1    1  'EM'    683    23     1    34     1
      991   2594  13828   6   6   0   1        5   13    3    1  'EM'    707    23     1    34     2
      992   2596  13836   6   6   0   3        5   13    7    1  'EM'    755    23     1    34     3
      993   2595  13832   6   6   0   2        5   13    5    1  'EM'    731    23     1    34     4
      994   2598  13844   6   6   0   5        5   13   11    1  'EM'    800    23     1    34     5
      995   2597  13840   6   6   0   4        5   13    9    1  'EM'    778    23     1    34     6
      996   2599  13848   6   6   0   6        5   13   13    1  'EM'    822    23     1    34     7
      997   2600  13852   6   6   0   7        5   13   15    1  'FH'    852    23     1    34    11
      998   2601  13856   6   6   0   8        5   13   17    1  'FH'    870    23     1    34    12
      999   2602  13860   6   6   0   9        5   13   19    1  'FH'    886    23     1    34    13
     1000   2603  13864   6   6   0  10        5   13   21    1  'CH'    893    23     1    34    15
     1001   2317  12352   6   0   1   0        5    1   27    1  'EM'    444    22     1    35     1
     1002   2318  12356   6   0   1   1        5    1   29    1  'EM'    468    22     1    35     2
     1003   2320  12364   6   0   1   3        5    1   33    1  'EM'    492    22     1    35     3
     1004   2319  12360   6   0   1   2        5    1   31    1  'EM'    516    22     1    35     4
     1005   2322  12372   6   0   1   5        5    1   37    1  'EM'    539    22     1    35     5
     1006   2321  12368   6   0   1   4        5    1   35    1  'EM'    561    22     1    35     6
     1007   2323  12376   6   0   1   6        5    1   39    1  'EM'    583    22     1    35     7
     1008   2324  12380   6   0   1   7        5    1   41    1  'FH'    604    22     1    35    11
     1009   2325  12384   6   0   1   8        5    1   43    1  'FH'    623    22     1    35    12
     1010   2326  12388   6   0   1   9        5    1   45    1  'FH'    640    22     1    35    13
     1011   2327  12392   6   0   1  10        5    1   47    1  'CH'    649    22     1    35    15
     1012   2305  12288   6   0   0   0        5    1    1    1  'EM'    445    22     1    36     1
     1013   2306  12292   6   0   0   1        5    1    3    1  'EM'    469    22     1    36     2
     1014   2308  12300   6   0   0   3        5    1    7    1  'EM'    517    22     1    36     3
     1015   2307  12296   6   0   0   2        5    1    5    1  'EM'    493    22     1    36     4
     1016   2310  12308   6   0   0   5        5    1   11    1  'EM'    562    22     1    36     5
     1017   2309  12304   6   0   0   4        5    1    9    1  'EM'    540    22     1    36     6
     1018   2311  12312   6   0   0   6        5    1   13    1  'EM'    584    22     1    36     7
     1019   2312  12316   6   0   0   7        5    1   15    1  'FH'    605    22     1    36    11
     1020   2313  12320   6   0   0   8        5    1   17    1  'FH'    624    22     1    36    12
     1021   2314  12324   6   0   0   9        5    1   19    1  'FH'    641    22     1    36    13
     1022   3188  16988   8   2   1   7        6   13   41    1  'FH'   1309    21     1    37    11
     1023   3189  16992   8   2   1   8        6   13   43    1  'FH'   1329    21     1    37    12
     1024   3190  16996   8   2   1   9        6   13   45    1  'FH'   1347    21     1    37    13
     I    SEQADC   ADCA CRD BLS  TW  LY     IFTB  CON  PIN  ING   MOD  POINT  SECT   ETA   PHI LAYER

     1025   2339  12456   6   0   2  10        5    2   21    1  'CH'    659    26     2    28    15
     1026   3205  17088   8   2   3   0        6   14   27    1  'EM'   1157    25     2    29     1
     1027   3206  17092   8   2   3   1        6   14   29    1  'EM'   1181    25     2    29     2
     1028   3208  17100   8   2   3   3        6   14   33    1  'EM'   1205    25     2    29     3
     1029   3207  17096   8   2   3   2        6   14   31    1  'EM'   1229    25     2    29     4
     1030   3210  17108   8   2   3   5        6   14   37    1  'EM'   1252    25     2    29     5
     1031   3209  17104   8   2   3   4        6   14   35    1  'EM'   1274    25     2    29     6
     1032   3211  17112   8   2   3   6        6   14   39    1  'EM'   1296    25     2    29     7
     1033   3215  17128   8   2   3  10        6   14   47    1  'CH'   1367    25     2    29    15
     1034   3193  17024   8   2   2   0        6   14    1    1  'EM'   1160    25     2    30     1
     1035   3194  17028   8   2   2   1        6   14    3    1  'EM'   1184    25     2    30     2
     1036   3196  17036   8   2   2   3        6   14    7    1  'EM'   1232    25     2    30     3
     1037   3195  17032   8   2   2   2        6   14    5    1  'EM'   1208    25     2    30     4
     1038   3198  17044   8   2   2   5        6   14   11    1  'EM'   1277    25     2    30     5
     1039   3197  17040   8   2   2   4        6   14    9    1  'EM'   1255    25     2    30     6
     1040   3199  17048   8   2   2   6        6   14   13    1  'EM'   1299    25     2    30     7
     1041   3200  17052   8   2   2   7        6   14   15    1  'FH'   1327    25     2    30    11
     1042   3201  17056   8   2   2   8        6   14   17    1  'FH'   1345    25     2    30    12
     1043   3202  17060   8   2   2   9        6   14   19    1  'FH'   1361    25     2    30    13
     1044   3203  17064   8   2   2  10        6   14   21    1  'CH'   1370    25     2    30    15
     1045   2917  15552   7   4   3   0        6    2   27    1  'EM'    919    24     2    31     1
     1046   2918  15556   7   4   3   1        6    2   29    1  'EM'    943    24     2    31     2
     1047   2920  15564   7   4   3   3        6    2   33    1  'EM'    967    24     2    31     3
     1048   2919  15560   7   4   3   2        6    2   31    1  'EM'    991    24     2    31     4
     1049   2922  15572   7   4   3   5        6    2   37    1  'EM'   1014    24     2    31     5
     1050   2921  15568   7   4   3   4        6    2   35    1  'EM'   1036    24     2    31     6
     1051   2923  15576   7   4   3   6        6    2   39    1  'EM'   1058    24     2    31     7
     1052   2924  15580   7   4   3   7        6    2   41    1  'FH'   1079    24     2    31    11
     1053   2925  15584   7   4   3   8        6    2   43    1  'FH'   1098    24     2    31    12
     1054   2926  15588   7   4   3   9        6    2   45    1  'FH'   1115    24     2    31    13
     1055   2927  15592   7   4   3  10        6    2   47    1  'CH'   1126    24     2    31    15
     1056   2905  15488   7   4   2   0        6    2    1    1  'EM'    922    24     2    32     1
     1057   2906  15492   7   4   2   1        6    2    3    1  'EM'    946    24     2    32     2
     1058   2908  15500   7   4   2   3        6    2    7    1  'EM'    994    24     2    32     3
     1059   2907  15496   7   4   2   2        6    2    5    1  'EM'    970    24     2    32     4
